-50.0  -13.4131001116
-49.0  -13.3595087458
-48.0  -13.3833271306
-47.0  -13.2538146632
-46.0  -13.2046892445
-45.0  -13.2002232974
-44.0  -13.1332340901
-43.0  -12.8786751023
-42.0  -12.7848902121
-41.0  -12.7030145143
-40.0  -12.7342761444
-39.0  -12.7327874953
-38.0  -12.7045031634
-37.0  -12.518422032
-36.0  -12.5213993301
-35.0  -12.400818757
-34.0  -12.5139560849
-33.0  -12.4767398586
-32.0  -12.4707852624
-31.0  -12.5928544846
-30.0  -12.4261257908
-29.0  -12.1551916636
-28.0  -12.1135094901
-27.0  -12.1179754373
-26.0  -12.1403051731
-25.0  -12.1328619278
-24.0  -11.8544845553
-23.0  -11.8976553777
-22.0  -11.6907331597
-21.0  -12.1254186825
-20.0  -12.3338295497
-19.0  -12.0941570525
-18.0  -12.2995906215
-17.0  -12.9010048381
-16.0  -13.4309639003
-15.0  -13.1734276144
-14.0  -12.6136955713
-13.0  -12.7744696688
-12.0  -13.0677335318
-11.0  -13.2999627838
-10.0  -13.3803498325
-9.0  -13.5842947525
-8.0  -13.483066617
-7.0  -13.2017119464
-6.0  -12.6568663937
-5.0  -12.5720133978
-4.0  -13.2672125047
-3.0  -13.9624116115
-2.0  -14.1589132862
-1.0  -14.1514700409
0.0  -14.1112765166
1.0  -14.0264235207
2.0  -13.9534797172
3.0  -13.6363974693
4.0  -13.6036471902
5.0  -13.7793077782
6.0  -14.036844064
7.0  -13.9088202456
8.0  -13.5515444734
9.0  -12.9918124302
10.0  -12.5496836621
11.0  -12.4127279494
12.0  -12.5824339412
13.0  -12.8176404913
14.0  -13.3163379233
15.0  -13.5500558243
16.0  -12.5318198735
17.0  -11.4525493115
18.0  -12.0137700037
19.0  -12.6077409751
20.0  -12.138816524
21.0  -11.3736509118
22.0  -11.0
23.0  -11.876814291
24.0  -12.577967994
25.0  -11.7785634537
26.0  -11.0818756978
27.0  -11.3855601042
28.0  -12.1045775958
29.0  -12.256419799
30.0  -11.7532564198
31.0  -11.5120952735
32.0  -11.7339039821
33.0  -12.1596576107
34.0  -12.0271678452
35.0  -11.9839970227
36.0  -12.1953851879
37.0  -12.4082620022
38.0  -12.4246371418
39.0  -12.4767398586
40.0  -12.1953851879
41.0  -12.3248976554
42.0  -12.5839225902
43.0  -12.722366952
44.0  -12.8146631932
45.0  -13.0870859695
46.0  -13.0290286565
47.0  -12.8742091552
48.0  -12.7000372162
49.0  -12.6464458504
