-50.0  -18.8806584362
-49.0  -18.7544581619
-48.0  -18.5404663923
-47.0  -18.1838134431
-46.0  -18.2496570645
-45.0  -18.2990397805
-44.0  -18.6776406036
-43.0  -18.2880658436
-42.0  -18.0521262003
-41.0  -18.0905349794
-40.0  -18.1728395062
-39.0  -18.244170096
-38.0  -17.8820301783
-37.0  -17.9259259259
-36.0  -18.1234567901
-35.0  -17.9259259259
-34.0  -17.9533607682
-33.0  -18.1399176955
-32.0  -18.2222222222
-31.0  -18.3484224966
-30.0  -18.4087791495
-29.0  -18.0795610425
-28.0  -18.0685871056
-27.0  -18.3923182442
-26.0  -18.3813443073
-25.0  -17.8106995885
-24.0  -17.6296296296
-23.0  -18.0631001372
-22.0  -18.4526748971
-21.0  -18.5349794239
-20.0  -18.853223594
-19.0  -18.4362139918
-18.0  -16.8943758573
-17.0  -16.0
-16.0  -16.159122085
-15.0  -17.0425240055
-14.0  -17.9259259259
-13.0  -18.6392318244
-12.0  -19.0178326475
-11.0  -18.9135802469
-10.0  -18.7764060357
-9.0  -18.4910836763
-8.0  -18.3923182442
-7.0  -18.3593964335
-6.0  -18.19478738
-5.0  -18.4855967078
-4.0  -19.0068587106
-3.0  -19.3031550069
-2.0  -19.2043895748
-1.0  -19.2592592593
0.0  -19.4897119342
1.0  -19.7256515775
2.0  -19.731138546
3.0  -19.5445816187
4.0  -19.6049382716
5.0  -19.8299039781
6.0  -19.950617284
7.0  -19.9890260631
8.0  -20.0
9.0  -20.0
10.0  -19.9780521262
11.0  -19.8189300412
12.0  -19.5445816187
13.0  -19.0507544582
14.0  -18.9300411523
15.0  -19.3744855967
16.0  -19.6927297668
17.0  -19.780521262
18.0  -19.5884773663
19.0  -19.3470507545
20.0  -19.2263374486
21.0  -19.0946502058
22.0  -18.9519890261
23.0  -18.90260631
24.0  -18.8038408779
25.0  -18.4087791495
26.0  -18.1399176955
27.0  -18.2661179698
28.0  -18.134430727
29.0  -18.0301783265
30.0  -17.8600823045
31.0  -17.5692729767
32.0  -17.0809327846
33.0  -17.2235939643
34.0  -17.2894375857
35.0  -17.2181069959
36.0  -17.4375857339
37.0  -17.1522633745
38.0  -16.6803840878
39.0  -16.5267489712
40.0  -16.3072702332
41.0  -17.0096021948
42.0  -17.2400548697
43.0  -17.1577503429
44.0  -17.0589849108
45.0  -17.3882030178
46.0  -17.9039780521
47.0  -17.7997256516
48.0  -17.475994513
49.0  -17.6844993141
