-50.0  -2.71350164654
-49.0  -2.37870472009
-48.0  -2.05268935236
-47.0  -2.35455543359
-46.0  -2.83315038419
-45.0  -2.94401756312
-44.0  -3.12074643249
-43.0  -3.33150384193
-42.0  -3.5510428101
-41.0  -3.69813391877
-40.0  -3.65971459934
-39.0  -3.63885839737
-38.0  -3.52030735456
-37.0  -3.26015367728
-36.0  -3.04061470911
-35.0  -2.83973655324
-34.0  -2.72996706915
-33.0  -2.77936333699
-32.0  -2.77058177827
-31.0  -2.40724478595
-30.0  -1.77826564215
-29.0  -1.5214050494
-28.0  -1.70911086718
-27.0  -1.88693743139
-26.0  -1.72447859495
-25.0  -1.6531284303
-24.0  -1.79473106476
-23.0  -2.29747530187
-22.0  -2.87815587267
-21.0  -2.95499451153
-20.0  -2.61580680571
-19.0  -3.07135016465
-18.0  -3.76728869374
-17.0  -3.91877058178
-16.0  -3.81888035126
-15.0  -3.97365532382
-14.0  -4.30076838639
-13.0  -4.55433589462
-12.0  -4.68057080132
-11.0  -4.73874862788
-10.0  -4.67508232711
-9.0  -4.40504939627
-8.0  -4.54445664105
-7.0  -4.87047200878
-6.0  -4.95609220637
-5.0  -4.98133918771
-4.0  -4.98133918771
-3.0  -4.96926454446
-2.0  -4.9758507135
-1.0  -4.97694840834
0.0  -4.90889132821
1.0  -4.93194291987
2.0  -4.96158068057
3.0  -4.99121844127
4.0  -4.97255762898
5.0  -4.93413830955
6.0  -4.83754116356
7.0  -4.59495060373
8.0  -4.32491767289
9.0  -4.50493962678
10.0  -4.63117453348
11.0  -4.75521405049
12.0  -4.77497255763
13.0  -4.48408342481
14.0  -4.07574094402
15.0  -3.95938529089
16.0  -3.81339187706
17.0  -3.31613611416
18.0  -2.75740944018
19.0  -3.04281009879
20.0  -3.6289791438
21.0  -3.15697036224
22.0  -2.0779363337
23.0  -1.34796926454
24.0  -1.4489571899
25.0  -2.23819978046
26.0  -2.50054884742
27.0  -1.86717892426
28.0  -1.0
29.0  -1.51591657519
30.0  -2.33809001098
31.0  -2.56970362239
32.0  -2.84851811196
33.0  -2.91877058178
34.0  -2.89462129528
35.0  -2.69703622393
36.0  -3.08781558727
37.0  -3.5323819978
38.0  -3.58726673985
39.0  -3.51591657519
40.0  -3.36992316136
41.0  -3.26673984632
42.0  -3.08122941822
43.0  -3.09440175631
44.0  -2.93084522503
45.0  -2.59275521405
46.0  -2.33918770582
47.0  -2.24039517014
48.0  -2.37980241493
49.0  -2.46432491767
