-3.3403597 52.40994
-3.2343665 51.39942
-3.0537148 50.3889
-2.9143308 49.37838
-2.9068264 48.36786
-3.0794084 47.35734
-3.4291404 46.34682
-3.8924311 45.3363
-4.3430549 44.32578
-4.6186553 43.31526
-4.5835169 42.30474
-4.200754 41.29422
-3.5659543 40.2837
-2.8690185 39.27318
-2.3018163 38.26266
-1.9673726 37.25214
-1.8489984 36.24162
-1.8521017 35.2311
-1.8866103 34.22058
-1.9289511 33.21006
-2.024131 32.19954
-2.2326126 31.18902
-2.5712808 30.1785
-2.9940876 29.16798
-3.422558 28.15746
-3.7959115 27.14694
-4.1032803 26.13642
-4.3713217 25.1259
-4.5960136 24.11538
-4.6145593 23.10486
-3.9197309 22.09434
-1.4253981 21.08382
4.7833332 20.0733
17.631091 19.06278
40.992741 18.05226
79.166766 17.04174
135.75209 16.03122
212.12613 15.0207
306.11877 14.01018
411.62702 12.99966
519.62874 11.98914
620.4758 10.97862
706.71504 9.9681004
775.16699 8.9575804
826.97312 7.9470604
865.24424 6.9365404
891.65819 5.9260204
904.39193 4.9155004
898.89926 3.9049804
870.71262 2.8944604
817.98229 1.8839404
742.21529 0.87342041
647.65998 -0.13709959
540.69356 -1.1476196
429.67695 -2.1581396
324.42915 -3.1686596
234.44309 -4.1791796
166.23967 -5.1896996
121.42066 -6.2002196
96.75426 -7.2107396
86.20641 -8.2212596
83.568672 -9.2317796
84.244513 -10.2423
85.660152 -11.25282
86.681669 -12.26334
86.760236 -13.27386
85.328505 -14.28438
81.652726 -15.2949
75.085325 -16.30542
65.505664 -17.31594
53.638091 -18.32646
40.996148 -19.33698
29.415874 -20.3475
20.40608 -21.35802
14.640674 -22.36854
11.822431 -23.37906
10.938393 -24.38958
10.761728 -25.4001
10.354033 -26.41062
9.3405407 -27.42114
7.8571174 -28.43166
6.2707464 -29.44218
4.8877555 -30.4527
3.8181247 -31.46322
3.009471 -32.47374
2.3548149 -33.48426
1.7730922 -34.49478
1.2301379 -35.5053
0.72060648 -36.51582
0.24354701 -37.52634
-0.21273079 -38.53686
-0.66832754 -39.54738
-1.1347954 -40.5579
-1.5919213 -41.56842
-1.9828343 -42.57894
-2.2377141 -43.58946
-2.312273 -44.59998
-2.208702 -45.6105
-1.966306 -46.62102
-1.6341624 -47.63154
-1.2505289 -48.64206
-0.83725364 -49.65258
-0.40572815 -50.6631
0.027185139 -51.67362
0.41151258 -52.68414
0.63889333 -53.69466
0.5459814 -54.70518
-0.033062086 -55.7157
-1.1761692 -56.72622
-2.7937818 -57.73674
-4.611999 -58.74726
-6.2431298 -59.75778
-7.3154301 -60.7683
-7.6018117 -61.77882
-7.0916474 -62.78934
-5.985166 -63.79986
-4.6251124 -64.81038
-3.3934816 -65.8209
-2.6005852 -66.83142
-2.3923157 -67.84194
-2.7113619 -68.85246
-3.3388788 -69.86298
-4.0027676 -70.8735
-4.4950254 -71.88402
-4.734135 -72.89454
-4.7524559 -73.90506
-4.6414704 -74.91558
-4.5006826 -75.9261
-4.4135436 -76.93662
-4.4414409 -77.94714
-4.6203001 -78.95766
-4.9517208 -79.96818
-5.3943841 -80.9787
-5.8669846 -81.98922
-6.2714094 -82.99974
-6.5325535 -84.01026
-6.6356555 -85.02078
-6.6359093 -86.0313
-6.6264838 -87.04182
-6.6793455 -88.05234
-6.7936527 -89.06286
-6.8895811 -90.07338
-6.851256 -91.0839
-6.5892124 -92.09442
-6.0798448 -93.10494
-5.3626221 -94.11546
-4.5076377 -95.12598
-3.5796107 -96.1365
-2.6185913 -97.14702
-1.64309 -98.15754
-0.66928165 -99.16806
0.26583213 -100.17858
1.0921867 -101.1891
1.7139018 -102.19962
2.0362923 -103.21014
2.0022173 -104.22066
1.6190945 -105.23118
0.95839251 -106.2417
0.12759183 -107.25222
-0.76531612 -108.26274
-1.6280137 -109.27326
-2.3788521 -110.28378
-2.9420001 -111.2943
-3.2634975 -112.30482

