1.7612072 52
1.4468256 51
1.061082 50
0.66135036 49
0.297766 48
-0.0016186694 47
-0.23449447 46
-0.4150009 45
-0.55973805 44
-0.6789007 43
-0.77621569 42
-0.85335168 41
-0.91204065 40
-0.95204105 39
-0.96805299 38
-0.95136016 37
-0.89752846 36
-0.81737025 35
-0.74469239 34
-0.73395439 33
0.0834494 32
-1.2078122 31
-1.7807307 30
-3.3918998 29
-3.8424593 28
-4.6427749 27
-5.3410933 26
-5.8446357 25
-6.0137988 24
-5.5710562 23
-3.9048252 22
0.23478054 21
9.0712286 20
25.992222 19
55.398878 18
102.06157 17
169.9656 16
260.79357 15
372.43196 14
498.17153 13
627.48052 12
748.81711 11
853.58592 10
938.85945 9
1006.6439 8
1059.8755 7
1098.0438 6
1115.6592 5
1104.4352 4
1057.5302 3
973.56253 2
858.934 1
650.03501 0
488.14965 -1
409.41235 -2
365.21779 -3
351.25354 -4
358.57929 -5
376.72955 -6
395.84825 -7
407.90567 -8
407.46997 -9
392.20483 -10
362.88285 -11
322.71002 -12
276.13055 -13
227.60206 -14
180.78755 -15
138.26769 -16
101.57859 -17
71.346368 -18
47.454743 -19
29.28199 -20
14.231894 -21
4.2451119 -22
-0.6087614 -23
-3.1427549 -24
-4.9889491 -25
-3.7839677 -26
-3.1019414 -27
-2.3999779 -28
-1.7846422 -29
-1.2846219 -30
-0.89706918 -31
-0.6155757 -32
-0.43914101 -33
-0.36670171 -34
-0.38761621 -35
-0.4763179 -36
-0.59318725 -37
-0.6922632 -38
-0.73245975 -39
-0.68717285 -40
-0.54634141 -41
-0.31171821 -42
0.0087824754 -43
0.40023402 -44
0.83373319 -45
1.2631173 -46
1.6323496 -47
1.8899603 -48
2.0020095 -49
1.9561467 -50

