3.1975453 50
-78.079472 49
-68.448093 48
-52.453047 47
-34.858785 46
-19.689238 45
-8.9217283 44
-2.5495409 43
0.53046446 42
1.609145 41
1.673294 40
1.3168021 39
0.84586891 38
0.40478753 37
0.054023439 36
0.085835829 35
-0.46270095 34
-0.62965302 33
-0.83028445 32
-1.086602 31
-1.3877578 30
-1.6991287 29
-1.9806603 28
-2.2006421 27
-2.3361523 26
-2.3565919 25
-2.1911314 24
-1.6739724 23
-0.44612133 22
2.2136622 21
7.6179376 20
17.874245 19
35.901705 18
65.105427 17
108.6719 16
168.63123 15
244.97373 14
335.14858 13
434.23173 12
535.93613 11
634.31617 10
725.45257 9
807.98887 8
881.82353 7
945.57632 6
994.59914 5
1021.1261 4
1016.7376 3
975.93886 2
899.31394 1
734.89977 0
567.7088 -1
480.32981 -2
427.21357 -3
410.92515 -4
426.42968 -5
464.08593 -6
513.01012 -7
563.44331 -8
607.73967 -9
640.35494 -10
657.43272 -11
656.4316 -12
635.97957 -13
595.97772 -14
537.89555 -15
465.08699 -16
382.83319 -17
297.82614 -18
217.06155 -19
146.47516 -20
89.853327 -21
48.412824 -22
21.09254 -23
5.3066335 -24
-2.1784844 -25
-4.491838 -26
-4.1569447 -27
-2.872717 -28
-1.5464235 -29
-0.36978681 -30
0.43820429 -31
1.0098562 -32
1.5461847 -33
2.0336597 -34
2.3967305 -35
2.5451721 -36
2.4172404 -37
2.0068303 -38
1.3673582 -39
0.59604575 -40
-0.19559826 -41
-0.91137927 -42
-1.4900631 -43
-1.9085579 -44
-2.1750819 -45
-2.3169929 -46
-2.3642384 -47
-2.3266915 -48
-2.1756299 -49
-1.8487439 -50
-1.2901896 -51
-0.50880925 -52
0.38540137 -53
1.2018254 -54
1.7431514 -55
1.8930669 -56
1.6698546 -57
1.2217813 -58
0.7739613 -59
0.76391043 -60
1.0568921 -61
1.712188 -62
2.4211391 -63
2.8665056 -64
2.7780153 -65
2.0411461 -66
0.73409695 -67
-0.92380272 -68
-2.6752434 -69
-4.3112116 -70
-5.69662 -71
-6.7451765 -72
-7.3902511 -73
-7.5886 -74
-7.3542807 -75
-6.7853059 -76
-6.0475805 -77
-5.315973 -78
-4.7086248 -79
-4.2544622 -80
-3.9124652 -81
-3.6218661 -82
-3.3451393 -83
-3.0759307 -84
-2.815254 -85
-2.5432429 -86
-2.213904 -87
-1.7774587 -88
-1.2107196 -89
-0.53198151 -90
0.2075873 -91
0.94651792 -92
1.6326216 -93
2.2297883 -94
2.7134308 -95
3.0641661 -96
3.2693203 -97
3.3341828 -98
3.2935171 -99
3.2087089 -100
3.1375562 -101
3.0726985 -102
2.8472167 -103
2.0148068 -104
-0.25715717 -105
-5.1665196 -106
-13.952418 -107
-27.172604 -108
-43.803764 -109
-60.788511 -110
-73.689596 -111
-57.915966 -112

