10.067315 -4.66 0.80993168
10.059929 -4.78 0.67556986
9.87257 -4.9 0.58990599
9.5495323 -5.02 0.58629881
9.237603 -5.14 0.58980915
9.024124 -5.26 0.60725141
8.8909163 -5.38 0.60770172
8.7965013 -5.5 0.60130724
8.7266923 -5.62 0.59585075
8.6767906 -5.74 0.58862829
8.6575926 -5.86 0.58214319
8.6619916 -5.98 0.58062303
8.682235 -6.1 0.58813061
8.7258633 -6.22 0.60260224
8.7628223 -6.34 0.61625214
8.7681796 -6.46 0.63202544
8.7351603 -6.58 0.63554598
8.6660886 -6.7 0.62268319
8.570286 -6.82 0.63029629
8.4449023 -6.94 0.60582203
8.333983 -7.06 0.60478093
8.2249386 -7.18 0.59221888
8.149231 -7.3 0.58224334
8.1088546 -7.42 0.57688272
8.0983746 -7.54 0.56851556
8.1231313 -7.66 0.56139615
8.1754943 -7.78 0.55289731
8.2542413 -7.9 0.54690719
8.349061 -8.02 0.54122546
8.4524216 -8.14 0.5384359
8.5676723 -8.26 0.53464895
8.6703896 -8.38 0.53139099
8.769318 -8.5 0.52553882
8.8555906 -8.62 0.52592453
8.927701 -8.74 0.5207507
8.9857836 -8.86 0.5160118
9.0234673 -8.98 0.51276291
9.057361 -9.1 0.50282621
9.07387 -9.22 0.49818988
9.09017 -9.34 0.4937971
9.1015313 -9.46 0.47571404
9.113675 -9.58 0.46940005
9.128208 -9.7 0.45726877
9.1522 -9.82 0.45419489
9.1814516 -9.94 0.44748038
9.2141573 -10.06 0.44400029
9.2584586 -10.18 0.44221785
9.302116 -10.3 0.43605508
9.3592376 -10.42 0.42710099
9.411825 -10.54 0.41814373
9.46547 -10.66 0.41497012
9.5210263 -10.78 0.40934264
9.5677146 -10.9 0.41089685
9.605736 -11.02 0.40238974
9.6400486 -11.14 0.40522217
9.6656153 -11.26 0.39180111
9.6820233 -11.38 0.38450404
9.695475 -11.5 0.38519298
9.699089 -11.62 0.38274423
9.700158 -11.74 0.3777466
9.6925516 -11.86 0.3682056
9.6783666 -11.98 0.36413452
9.6693386 -12.1 0.34672452
9.661664 -12.22 0.34910976
9.648541 -12.34 0.34124815
9.643577 -12.46 0.33032125
9.639277 -12.58 0.3377018
9.6319896 -12.7 0.33611774
9.6234673 -12.82 0.31946893
9.6153156 -12.94 0.31353661
9.613731 -13.06 0.31039072
9.6012326 -13.18 0.30065429
9.5867313 -13.3 0.29768669
9.5748013 -13.42 0.28440129
9.558968 -13.54 0.27933956
9.5451926 -13.66 0.26661442
9.534215 -13.78 0.26374483
9.523229 -13.9 0.25245756
9.5099266 -14.02 0.24655689
9.4966956 -14.14 0.23981
9.4927536 -14.26 0.23317463
9.4742813 -14.38 0.21975508
9.4735183 -14.5 0.21737728
9.4755573 -14.62 0.21616921
9.4666626 -14.74 0.21201641
9.455303 -14.86 0.20393986
9.4525266 -14.98 0.20633704
9.44107 -15.1 0.20506388
9.424636 -15.22 0.19132919
9.416903 -15.34 0.18596523
9.4101343 -15.46 0.18889595
9.3891916 -15.58 0.18790848
9.377471 -15.7 0.17296168
9.3611976 -15.82 0.16674646
9.3281576 -15.94 0.14830346
9.307692 -16.06 0.15400512
9.2798616 -16.18 0.14262681
9.2408493 -16.3 0.13647558
9.1988166 -16.42 0.11865703
9.1705263 -16.54 0.11936065
9.100614 -16.66 0.11505905
9.0542036 -16.78 0.1138505
8.9926943 -16.9 0.11518887
8.9200596 -17.02 0.12105306
8.8157543 -17.14 0.11434109
8.732474 -17.26 0.12174352
8.61273 -17.38 0.10876342
8.4974236 -17.5 0.10702487
8.3619963 -17.62 0.10855412
8.211954 -17.74 0.11331183
8.066362 -17.86 0.099273886
7.898484 -17.98 0.11902065
7.716095 -18.1 0.1114894
7.5334393 -18.22 0.11558919
7.3479116 -18.34 0.10270502
7.164106 -18.46 0.096313699
6.9568566 -18.58 0.096625624
6.7406946 -18.7 0.094710821
6.533748 -18.82 0.088458413
6.3191636 -18.94 0.081220417
6.105391 -19.06 0.08819338
5.8861793 -19.18 0.073416224
5.6727343 -19.3 0.073836187
5.4555073 -19.42 0.058983864
5.2237423 -19.54 0.062384511
5.000051 -19.66 0.061186533
4.7793376 -19.78 0.059959292
4.5531243 -19.9 0.052872669
4.3291606 -20.02 0.051098723
4.1128335 -20.14 0.047408892
3.8932793 -20.26 0.043837398
3.6786162 -20.38 0.042845539
3.4626863 -20.5 0.037067321
3.2476146 -20.62 0.040472521
3.0428716 -20.74 0.037074534
2.8384439 -20.86 0.033519446
2.636819 -20.98 0.032043822
2.4451778 -21.1 0.02728198
2.2543689 -21.22 0.026482347
2.068536 -21.34 0.020330296
1.8885053 -21.46 0.018892875
1.7113036 -21.58 0.015885203
1.541104 -21.7 0.013711519
1.3825453 -21.82 0.0073230916
1.218503 -21.94 0.0012655049
1.069107 -22.06 0.0089352975
0.92543296 -22.18 0.019928679
0.78882929 -22.3 0.02759462

