9.5617884 -4.0575 0.23805745
9.3232535 -4.1725 0.25429834
9.0933058 -4.2875 0.28294217
8.8179721 -4.4025 0.28274159
8.4886394 -4.5175 0.26842621
8.1881945 -4.6325 0.26898165
7.9419421 -4.7475 0.27079872
7.7345018 -4.8625 0.27445359
7.5525255 -4.9775 0.27535238
7.4125555 -5.0925 0.27533809
7.3172108 -5.2075 0.27423838
7.2688041 -5.3225 0.27436875
7.2417735 -5.4375 0.271983
7.2271608 -5.5525 0.27319292
7.2145118 -5.6675 0.27361515
7.1979274 -5.7825 0.27741617
7.1674608 -5.8975 0.2783625
7.1250915 -6.0125 0.2835023
7.0595168 -6.1275 0.28763194
6.9717098 -6.2425 0.29204261
6.8745068 -6.3575 0.29660331
6.7721758 -6.4725 0.29999878
6.6752068 -6.5875 0.30029993
6.5944624 -6.7025 0.30226489
6.5309898 -6.8175 0.29983075
6.4857771 -6.9325 0.29703204
6.4600321 -7.0475 0.29275059
6.4562751 -7.1625 0.28905573
6.4687828 -7.2775 0.28903164
6.4985335 -7.3925 0.28755715
6.5396521 -7.5075 0.28640323
6.5880398 -7.6225 0.28585229
6.6372688 -7.7375 0.28545972
6.6868435 -7.8525 0.28892035
6.7376358 -7.9675 0.28471126
6.7748074 -8.0825 0.28913183
6.8078488 -8.1975 0.28699763
6.8166421 -8.3125 0.29054919
6.8221148 -8.4275 0.28949549
6.8102361 -8.5425 0.30499217
6.7920291 -8.6575 0.3056778
6.7718038 -8.7725 0.30734742
6.7524661 -8.8875 0.30745361
6.7379901 -9.0025 0.30628959
6.7273558 -9.1175 0.30449848
6.7212841 -9.2325 0.30544941
6.7187851 -9.3475 0.3071106
6.7256521 -9.4625 0.30242462
6.7389005 -9.5775 0.30454137
6.7487734 -9.6925 0.30199285
6.7603405 -9.8075 0.30509876
6.7653544 -9.9225 0.30580568
6.7700901 -10.0375 0.31178135
6.7694991 -10.1525 0.31181273
6.7714488 -10.2675 0.31827442
6.7614248 -10.3825 0.31862695
6.7590984 -10.4975 0.31689059
6.7621118 -10.6125 0.31883607
6.7664794 -10.7275 0.31432679
6.7816478 -10.8425 0.31170225
6.7983411 -10.9575 0.30888276
6.8189608 -11.0725 0.31440341
6.8484891 -11.1875 0.30950239
6.8753938 -11.3025 0.31459352
6.8968601 -11.4175 0.31781353
6.9204215 -11.5325 0.31564712
6.9322268 -11.6475 0.31744288
6.9306871 -11.7625 0.32145132
6.9316428 -11.8775 0.31878826
6.9181234 -11.9925 0.31632186
6.8930648 -12.1075 0.32082226
6.8709454 -12.2225 0.32043392
6.8479558 -12.3375 0.32036709
6.8154984 -12.4525 0.31815218
6.7815988 -12.5675 0.31924288
6.7538655 -12.6825 0.32093006
6.7153761 -12.7975 0.31399617
6.6756278 -12.9125 0.30894614
6.6248668 -13.0275 0.30121948
